ISIN,RANK,POWERRATING
INF277KA1BO7,,IN_FORM
INF179K01AE4,6,IN_FORM
INF200KB1704,,IN_FORM
INF044D01BJ2,17,OUT_OF_FORM
INF879O01159,1,IN_FORM
INF209K01504,13,OFF_TRACK
INF754K01HT7,4,IN_FORM
INF200K01156,6,IN_FORM
INF247L01BJ4,,IN_FORM
INF200K01UA4,7,ON_TRACK
INF247L01BG0,,ON_TRACK
INF966L01713,12,OFF_TRACK
INF179K01CT8,1,IN_FORM
INF761K01FQ2,4,IN_FORM
INF179K01VZ5,1,IN_FORM
INF174V01648,9,ON_TRACK
INF200K01826,7,ON_TRACK
INF109K01Y72,10,IN_FORM
INF582M01FS4,22,OUT_OF_FORM
INF277K01QZ7,11,ON_TRACK
INF204K01943,5,ON_TRACK
INF200KA1DH9,12,ON_TRACK
INF760K01EY1,17,OFF_TRACK
INF760K01DS5,2,IN_FORM
INF251K01AY9,15,ON_TRACK
INF200KA18E2,15,ON_TRACK
INF209K01VX5,14,IN_FORM
INF209K01WB9,2,IN_FORM
INF277KA1DP0,,IN_FORM
INF903J01MH7,9,ON_TRACK
INF194KA1YG5,9,IN_FORM
INF966L01BL5,16,ON_TRACK
INF174V01804,2,IN_FORM
INF955L01JU2,14,OFF_TRACK
INF205K012T5,2,IN_FORM
INF194K01466,15,ON_TRACK
INF846K01A29,14,ON_TRACK
INF846K01VS4,11,ON_TRACK
INF174KA1VG5,,IN_FORM
INF843K01AP1,4,IN_FORM
INF090I01JE8,1,IN_FORM
INF223J01FA9,20,OUT_OF_FORM
INF277KA1CP2,,IN_FORM
INF740KA1TC3,4,IN_FORM
INF767K01GW5,7,IN_FORM
INF959L01FU2,2,IN_FORM
INF761K01FU4,4,IN_FORM
INF174K01KZ9,5,IN_FORM
INF174K01E92,7,IN_FORM
INF200K01842,7,ON_TRACK
INF200K01909,3,IN_FORM
INF194KB1GZ1,,ON_TRACK
INF109KC10A6,1,IN_FORM
INF209KC1639,,IN_FORM
INF109K01WY3,2,IN_FORM
INF789FC12T1,7,IN_FORM
INF200K01586,19,OFF_TRACK
INF205K01LA2,8,ON_TRACK
INF109KC1W58,5,IN_FORM
INF789F01687,8,OFF_TRACK
INF966L01879,23,OFF_TRACK
INF754K01JO4,3,IN_FORM
INF966L01135,12,ON_TRACK
INF277K014S6,12,ON_TRACK
INF109K01449,1,IN_FORM
INF760K01DU1,2,IN_FORM
INF754K01LW3,,IN_FORM
INF179K01YQ8,1,IN_FORM
INF903J01215,9,ON_TRACK
INF0J8L01065,14,ON_TRACK
INF846K01QB0,8,IN_FORM
INF03VN01621,4,IN_FORM
INF194KB1JA8,,IN_FORM
INF090I01569,20,OFF_TRACK
INF846K01K50,9,ON_TRACK
INF966L01CS8,7,OUT_OF_FORM
INF03VN01696,2,IN_FORM
INF397L01KA7,25,OUT_OF_FORM
INF767K01RH3,5,IN_FORM
INF00XX01AP8,17,OFF_TRACK
INF336L01QO3,10,ON_TRACK
INF204K01299,5,IN_FORM
INF109KB1QK6,1,IN_FORM
INF740KA1UZ2,8,IN_FORM
INF277K019Q9,3,IN_FORM
INF740KA1WO2,,ON_TRACK
INF174KA1VF7,,IN_FORM
INF769K01KJ0,6,IN_FORM
INF959L01DN2,23,OFF_TRACK
INF843K01KC8,4,IN_FORM
INF204KC1CX2,,IN_FORM
INF204KC1147,26,OFF_TRACK
INF917K01C96,16,IN_FORM
INF966L01580,2,IN_FORM
INF767K01ER0,17,OFF_TRACK
INF179KC1AP3,4,ON_TRACK
INF194K01Y29,6,IN_FORM
INF277K012A8,7,ON_TRACK
INF194KB1HG9,6,ON_TRACK
INF754K01087,6,IN_FORM
INF789F1AB22,,ON_TRACK
INF903J01PR9,17,OFF_TRACK
INF179K01AR6,19,OFF_TRACK
INF277KA1AR2,3,IN_FORM
INF044D01BV7,36,OUT_OF_FORM
INF582M01CV5,26,OUT_OF_FORM
INF846K019E7,5,IN_FORM
INF204K01GK4,14,ON_TRACK
INF277K01Z36,3,IN_FORM
INF174V01168,6,IN_FORM
INF209KB1U68,5,ON_TRACK
INF761K01215,4,IN_FORM
INF397L01JW3,22,OUT_OF_FORM
INF174V01AA0,24,ON_TRACK
INF767K01154,19,IN_FORM
INF789F01VD8,10,OFF_TRACK
INF209K01XY9,13,ON_TRACK
INF251K01910,15,ON_TRACK
INF789F1AYQ3,5,ON_TRACK
INF663L01GZ7,29,OUT_OF_FORM
INF769K01143,1,IN_FORM
INF966L01CU4,7,OUT_OF_FORM
INF754K01ST4,1,IN_FORM
INF277KA1DO3,,IN_FORM
INF789F01372,14,OUT_OF_FORM
INF109KC1GF6,1,IN_FORM
INF109K01AN2,7,IN_FORM
INF769K01EV8,27,OUT_OF_FORM
INF789F01UG3,6,IN_FORM
INF174V01AC6,24,ON_TRACK
INF740KA1TD1,4,IN_FORM
INF277K01QJ1,15,OFF_TRACK
INF03VN01506,6,IN_FORM
INF843K01AL0,13,ON_TRACK
INF277KA1BK5,,IN_FORM
INF740K01PJ0,21,ON_TRACK
INF277K01MP7,24,OUT_OF_FORM
INF846K018W1,1,IN_FORM
INF209KB15R9,3,IN_FORM
INF179KA1KS8,15,ON_TRACK
INF769K01010,17,ON_TRACK
INF846K012S2,5,IN_FORM
INF179KA1SB7,5,IN_FORM
INF760K01EL8,22,ON_TRACK
INF223J015M4,20,ON_TRACK
INF397L01KW1,3,ON_TRACK
INF251K01HT4,11,ON_TRACK
INF194KB1AJ8,1,IN_FORM
INF277K01EE8,15,OFF_TRACK
INF966L01192,2,IN_FORM
INF200KB1407,3,IN_FORM
INF397L01JL6,29,OUT_OF_FORM
INF251K01UA7,11,IN_FORM
INF767K01824,17,OFF_TRACK
INF846K01K43,9,ON_TRACK
INF846K01XQ4,11,ON_TRACK
INF789F1AZH9,,IN_FORM
INF789F01TD2,36,OUT_OF_FORM
INF209KB1U84,5,ON_TRACK
INF582M01DF6,24,OUT_OF_FORM
INF917K01D95,14,ON_TRACK
INF192K01JJ7,18,ON_TRACK
INF209KC1621,,IN_FORM
INF204K01414,2,IN_FORM
INF109KC1Q98,3,IN_FORM
INF204K01AQ4,3,IN_FORM
INF760K01KO9,11,ON_TRACK
INF843K01KP0,4,IN_FORM
INF740K01PW3,2,IN_FORM
INF204K01G29,3,IN_FORM
INF277K015S3,12,ON_TRACK
INF277KA1CL1,,IN_FORM
INF204K01IA1,6,IN_FORM
INF179KA1RW5,5,IN_FORM
INF109KC1YC6,4,IN_FORM
INF846K01EH3,18,OFF_TRACK
INF754K01IH0,7,IN_FORM
INF179K01AK1,8,ON_TRACK
INF179K01AB0,6,IN_FORM
INF174V01515,6,IN_FORM
INF903J01PP3,17,OFF_TRACK
INF204K01XZ7,10,IN_FORM
INF582M01ES7,18,ON_TRACK
INF754K01IO6,4,IN_FORM
INF174K01LR4,20,ON_TRACK
INF959L01EE9,30,OUT_OF_FORM
INF769K01OD5,,IN_FORM
INF959L01CQ7,24,OUT_OF_FORM
INF846K012V6,31,ON_TRACK
INF194KB1IW4,2,IN_FORM
INF00XX01382,15,ON_TRACK
INF966L01168,23,OFF_TRACK
INF579M01AR3,28,OFF_TRACK
INF209K01LG1,12,ON_TRACK
INF754K01285,7,IN_FORM
INF666M01FD7,27,OUT_OF_FORM
INF204KC1EP4,,ON_TRACK
INF789F01SL7,14,OUT_OF_FORM
INF174KA1WO7,,IN_FORM
INF205K01MS2,22,OUT_OF_FORM
INF179KC1BK2,8,ON_TRACK
INF843K01KJ3,4,IN_FORM
INF173K01957,18,OFF_TRACK
INF251K01PU5,8,ON_TRACK
INF109K016W7,4,IN_FORM
INF277K010Y2,18,OFF_TRACK
INF666M01HX1,4,IN_FORM
INF209K01WH6,13,OFF_TRACK
INF760K01KQ4,11,ON_TRACK
INF109K01BI0,18,OFF_TRACK
INF740KA1MM7,2,IN_FORM
INF082J01259,23,OUT_OF_FORM
INF204KB19Z5,8,IN_FORM
INF769K01OB9,,IN_FORM
INF209K01WR5,12,ON_TRACK
INF789F01SV6,7,OFF_TRACK
INF00XX01CM1,5,IN_FORM
INF740KA1546,10,ON_TRACK
INF192K01544,12,ON_TRACK
INF397L01BB4,17,OFF_TRACK
INF109K01AF8,2,IN_FORM
INF174KA1XH9,,ON_TRACK
INF109KC1R14,3,IN_FORM
INF204K01IE3,4,IN_FORM
INF666M01KW7,35,ON_TRACK
INF959L01EH2,30,OUT_OF_FORM
INF174V01473,6,IN_FORM
INF761K01EO0,11,ON_TRACK
INF666M01DG5,21,OUT_OF_FORM
INF769K01FQ5,7,IN_FORM
INF277K01EF5,15,OFF_TRACK
INF761K01041,18,OFF_TRACK
INF754K01137,3,IN_FORM
INF109K1A252,,IN_FORM
INF761K01702,4,IN_FORM
INF174KA1SZ1,1,IN_FORM
INF0QA701367,10,IN_FORM
INF740KA1462,10,ON_TRACK
INF109K01761,6,ON_TRACK
INF173K01CI4,20,OFF_TRACK
INF277K01436,19,OFF_TRACK
INF917K01E03,14,ON_TRACK
INF761K01074,18,OFF_TRACK
INF200KA15W0,8,OFF_TRACK
INF209KB1Z89,4,IN_FORM
INF209K01P49,5,OFF_TRACK
INF959L01GT2,21,ON_TRACK
INF204K01AO9,3,IN_FORM
INF789F01CF3,11,OFF_TRACK
INF740K01QD1,8,ON_TRACK
INF194KA1U31,8,ON_TRACK
INF789F1A728,3,IN_FORM
INF0QA701342,10,IN_FORM
INF00XX01374,15,ON_TRACK
INF582M01EO6,8,ON_TRACK
INF192K01JV2,18,ON_TRACK
INF740K01OL9,3,IN_FORM
INF090I01874,6,IN_FORM
INF789F01UM1,10,ON_TRACK
INF789F01SN3,14,OUT_OF_FORM
INF204K01IP9,29,ON_TRACK
INF174K01KD6,5,IN_FORM
INF846K01J95,15,OFF_TRACK
INF084M01DK3,6,IN_FORM
INF966L01333,23,OUT_OF_FORM
INF740KA1LH9,6,ON_TRACK
INF090I01IU6,5,IN_FORM
INF109K01S54,2,IN_FORM
INF769K01BN1,1,IN_FORM
INF767K01840,17,OFF_TRACK
INF204K01XE2,2,IN_FORM
INF200K01420,1,IN_FORM
INF277K015K0,23,OFF_TRACK
INF761K01FP4,16,ON_TRACK
INF767K01GX3,7,IN_FORM
INF109KA1TX4,1,IN_FORM
INF204KC1DI1,,IN_FORM
INF761K01FR0,4,IN_FORM
INF194KB1DO2,13,ON_TRACK
INF955L01JW8,14,OFF_TRACK
INF209KC1605,,IN_FORM
INF200KA1W26,6,IN_FORM
INF090I01965,5,IN_FORM
INF090I01GA2,15,ON_TRACK
INF740KA1VL0,10,ON_TRACK
INF397L01257,17,OFF_TRACK
INF204K01752,1,IN_FORM
INF200K01CT2,16,OFF_TRACK
INF903J01HF1,18,OFF_TRACK
INF209K01777,4,IN_FORM
INF0QA701BI2,17,ON_TRACK
INF760K01AT9,12,ON_TRACK
INF209K01CD7,5,OFF_TRACK
INF209K01132,5,OFF_TRACK
INF174K01260,5,IN_FORM
INF194K01W62,25,OFF_TRACK
INF277K013O7,17,OFF_TRACK
INF277K01PO3,18,OUT_OF_FORM
INF251K01HH9,18,ON_TRACK
INF903JA1IZ3,24,OUT_OF_FORM
INF204K01J34,1,IN_FORM
INF174K01KV8,24,OUT_OF_FORM
INF200K01TZ3,7,ON_TRACK
INF090I01767,2,IN_FORM
INF223J01QF5,20,OUT_OF_FORM
INF090I01WO0,10,ON_TRACK
INF109K011K3,2,IN_FORM
INF090I01IO9,20,OFF_TRACK
INF917K01E78,10,ON_TRACK
INF761K01FG3,12,ON_TRACK
INF740K01NS6,9,ON_TRACK
INF192K01577,17,OFF_TRACK
INF761K01ER3,11,ON_TRACK
INF174KA1VV4,10,IN_FORM
INF174V01101,5,IN_FORM
INF760K01JV6,6,IN_FORM
INF336L01PD8,12,ON_TRACK
INF277K011Y0,18,OFF_TRACK
INF666M01DD2,21,OUT_OF_FORM
INF174K01187,3,IN_FORM
INF174K01203,3,IN_FORM
INF666M01CT0,21,OFF_TRACK
INF044D01CB7,27,OUT_OF_FORM
INF00XX01CO7,5,IN_FORM
INF397L01KC3,25,OUT_OF_FORM
INF209K01447,6,ON_TRACK
INF200K01438,1,IN_FORM
INF579M01910,8,ON_TRACK
INF090I01783,8,IN_FORM
INF204K01IM6,29,ON_TRACK
INF789F1A843,3,IN_FORM
INF754K01RQ2,14,OUT_OF_FORM
INF205K01CF0,10,ON_TRACK
INF200K01QV8,5,IN_FORM
INF761K01BP3,18,OFF_TRACK
INF109KC1N83,2,IN_FORM
INF769K01ED6,4,ON_TRACK
INF769K01JF0,7,IN_FORM
INF204K01FE9,7,ON_TRACK
INF174KA1SM9,,IN_FORM
INF769K01GQ3,6,OFF_TRACK
INF0J8L01123,39,OUT_OF_FORM
INF769K01FB7,11,ON_TRACK
INF109K1A328,,IN_FORM
INF200KA1Y57,2,IN_FORM
INF194KB1CN6,13,ON_TRACK
INF204KC1EO7,,ON_TRACK
INF174K01351,20,ON_TRACK
INF179K01XZ1,19,OFF_TRACK
INF955L01856,11,OFF_TRACK
INF846K018E9,7,IN_FORM
INF109K01480,1,IN_FORM
INF109KC1V00,7,ON_TRACK
INF955L01658,19,OFF_TRACK
INF205KA1197,14,ON_TRACK
INF200KB1357,3,IN_FORM
INF277KA1DX4,15,ON_TRACK
INF109KB1QM2,1,IN_FORM
INF767K01063,32,OUT_OF_FORM
INF174V01499,6,IN_FORM
INF251K01RB1,17,ON_TRACK
INF769K01FO0,7,IN_FORM
INF666M01HM4,7,IN_FORM
INF200KA13W5,8,OFF_TRACK
INF194KA1XX2,19,OUT_OF_FORM
INF277K01CS2,24,OUT_OF_FORM
INF204KB19Y8,,IN_FORM
INF277K01642,20,OFF_TRACK
INF194K01Z51,9,ON_TRACK
INF754K01186,3,IN_FORM
INF761K01835,8,ON_TRACK
INF109K01Y15,17,ON_TRACK
INF174KA1FG8,4,ON_TRACK
INF174KA1UJ1,7,ON_TRACK
INF740KA1VO4,10,ON_TRACK
INF204K01K64,29,ON_TRACK
INF109KC18J0,1,IN_FORM
INF194K015B9,16,OFF_TRACK
INF090I01FM9,9,IN_FORM
INF200K01TO7,19,OFF_TRACK
INF209K01P23,26,OFF_TRACK
INF204K01XG7,1,IN_FORM
INF769K01IJ4,5,IN_FORM
INF109KC15X7,,IN_FORM
INF174KA1SO5,4,IN_FORM
INF205K01LZ9,8,IN_FORM
INF109K012B0,4,IN_FORM
INF769K01MP3,22,IN_FORM
INF760K01019,18,ON_TRACK
INF194KB1HE4,6,ON_TRACK
INF090I01163,20,OFF_TRACK
INF204KC1121,26,OFF_TRACK
INF663L01GW4,25,OUT_OF_FORM
INF789F01AE0,18,OFF_TRACK
INF22M001051,9,ON_TRACK
INF204K01JA9,10,IN_FORM
INF174V01655,9,ON_TRACK
INF194KB1CP1,15,IN_FORM
INF205K01MB8,10,ON_TRACK
INF109KC14X0,,IN_FORM
INF251K01860,11,ON_TRACK
INF205K01KR8,2,IN_FORM
INF209K01VF2,5,OFF_TRACK
INF277K015A1,7,ON_TRACK
INF277K01MN2,24,OUT_OF_FORM
INF200K01RV6,1,IN_FORM
INF192K01HL7,12,ON_TRACK
INF789F01SM5,14,OUT_OF_FORM
INF336L01131,14,ON_TRACK
INF209K01LA4,14,IN_FORM
INF204K01IK0,4,IN_FORM
INF336L01CL9,19,OFF_TRACK
INF769K01MI8,5,ON_TRACK
INF223J013M9,20,ON_TRACK
INF789F01SW4,7,OFF_TRACK
INF903J01520,30,OFF_TRACK
INF277KA1BN9,,IN_FORM
INF754K01JQ9,3,IN_FORM
INF200KA1DB2,12,ON_TRACK
INF789F1AVH8,,IN_FORM
INF277K01MK8,22,OUT_OF_FORM
INF740KA1UY5,8,IN_FORM
INF205K01BC9,2,IN_FORM
INF179K01AC8,6,IN_FORM
INF277KA1CG1,,ON_TRACK
INF789F01TC4,37,OUT_OF_FORM
INF200K01QT2,6,IN_FORM
INF754K01202,3,IN_FORM
INF109KB12X6,26,ON_TRACK
INF917K01536,17,OFF_TRACK
INF761K01FK5,16,ON_TRACK
INF760K01225,2,IN_FORM
INF760K01KB6,13,ON_TRACK
INF00XX01BS0,10,OFF_TRACK
INF174V01358,3,IN_FORM
INF200KA1515,1,IN_FORM
INF769K01EL9,2,IN_FORM
INF173K01CL8,20,OFF_TRACK
INF179K01UU8,15,ON_TRACK
INF767K01FI6,32,ON_TRACK
INF0K1H01057,40,OUT_OF_FORM
INF397L01KY7,3,ON_TRACK
INF109KC17Y1,4,IN_FORM
INF903J01F92,11,OFF_TRACK
INF767K01EE8,26,OUT_OF_FORM
INF109K01WX5,2,IN_FORM
INF789F1A850,3,IN_FORM
INF247L01528,24,OFF_TRACK
INF00XX01CS8,4,IN_FORM
INF194K01RY5,16,OFF_TRACK
INF663L01HB6,29,OUT_OF_FORM
INF03VN01704,2,IN_FORM
INF174KA1UB8,,IN_FORM
INF397L01AX0,8,IN_FORM
INF789F01448,7,OFF_TRACK
INF754K01IN8,4,IN_FORM
INF209KB1W17,,ON_TRACK
INF194K01409,25,OFF_TRACK
INF179KC1GC8,13,ON_TRACK
INF277KA1BZ3,2,IN_FORM
INF204K01315,5,IN_FORM
INF205K01130,2,IN_FORM
INF192K01HN3,12,ON_TRACK
INF846K016D5,5,IN_FORM
INF209KB1O09,7,OFF_TRACK
INF789F01AF7,18,OFF_TRACK
INF663L01V64,25,OUT_OF_FORM
INF277K01I52,25,OFF_TRACK
INF789F01927,10,ON_TRACK
INF209K01BS7,22,OFF_TRACK
INF277K01DB6,24,OUT_OF_FORM
INF205K01MV6,2,IN_FORM
INF846K011I5,2,IN_FORM
INF247L01DY9,,IN_FORM
INF204K01B08,9,ON_TRACK
INF769K01JI4,7,IN_FORM
INF090I01GQ8,6,IN_FORM
INF204K01307,5,IN_FORM
INF277K019Z0,6,OFF_TRACK
INF090I01825,15,ON_TRACK
INF277K01782,18,OUT_OF_FORM
INF109K015W9,4,IN_FORM
INF179KA1RQ7,4,IN_FORM
INF082J01044,23,OUT_OF_FORM
INF204KC1ER0,,ON_TRACK
INF090I01WR3,10,ON_TRACK
INF789F1AVC9,25,ON_TRACK
INF090I01213,9,IN_FORM
INF959L01CT1,24,OUT_OF_FORM
INF663L01DW1,24,OFF_TRACK
INF109K012M7,13,IN_FORM
INF209K01439,6,ON_TRACK
INF789F1AUT5,2,IN_FORM
INF663L01EB3,24,OFF_TRACK
INF200K01RS2,16,OFF_TRACK
INF966L01AX2,23,OFF_TRACK
INF137A01011,16,ON_TRACK
INF174V01150,6,IN_FORM
INF174V01BK7,7,ON_TRACK
INF680P01018,25,OUT_OF_FORM
INF194KB1GI7,4,IN_FORM
INF209KA1TU9,14,OFF_TRACK
INF582M01EH0,21,OUT_OF_FORM
INF044D01CN2,17,OUT_OF_FORM
INF192K01BN6,23,ON_TRACK
INF769K01119,10,ON_TRACK
INF740K01QE9,8,ON_TRACK
INF277K01ND1,19,OFF_TRACK
INF336L01107,14,ON_TRACK
INF179KC1GR6,10,ON_TRACK
INF754K01NL2,,IN_FORM
INF173K01NN1,28,OFF_TRACK
INF251K01SB9,22,OUT_OF_FORM
INF109K1A336,,IN_FORM
INF955L01HG5,3,IN_FORM
INF277KA1CD8,2,IN_FORM
INF769K01DM9,13,ON_TRACK
INF204KB18Z7,8,IN_FORM
INF174KA1WN9,,IN_FORM
INF582M01BU9,15,OFF_TRACK
INF740K01PX1,25,OFF_TRACK
INF740KA1504,10,ON_TRACK
INF204K01L55,14,ON_TRACK
INF769K01GY7,6,IN_FORM
INF194K01SA3,16,OFF_TRACK
INF761K01132,11,ON_TRACK
INF966L01AA0,10,ON_TRACK
INF754K01VB6,,ON_TRACK
INF200K01107,11,ON_TRACK
INF740KA1DP9,16,ON_TRACK
INF251K01SD5,22,OUT_OF_FORM
INF204K01YY8,7,ON_TRACK
INF247L01643,29,OUT_OF_FORM
INF966L01614,20,OFF_TRACK
INF192K01KP2,23,ON_TRACK
INF109K01FK7,9,ON_TRACK
INF769K01EF1,4,ON_TRACK
INF204KB17V8,1,IN_FORM
INF194KB1HI5,6,ON_TRACK
INF204KA1W77,16,OFF_TRACK
INF789F01901,10,ON_TRACK
INF192K01BV9,17,OFF_TRACK
INF846K012C6,4,IN_FORM
INF109KB1QL4,1,IN_FORM
INF044D01CH4,29,OFF_TRACK
INF769K01EA2,4,ON_TRACK
INF397L01KZ4,3,ON_TRACK
INF194KB1DK0,13,ON_TRACK
INF200K01VR6,12,OFF_TRACK
INF173K01NC4,22,ON_TRACK
INF179KC1GH7,5,IN_FORM
INF192K01569,17,OFF_TRACK
INF966L01523,12,OFF_TRACK
INF194KA1UH1,21,OFF_TRACK
INF769K01BJ9,10,ON_TRACK
INF959L01HM5,7,ON_TRACK
INF789F1AUP3,21,OFF_TRACK
INF109KC13M5,,ON_TRACK
INF209K01CE5,21,OUT_OF_FORM
INF740K01OB0,13,ON_TRACK
INF204K01G52,3,IN_FORM
INF209KB1Z63,4,IN_FORM
INF00XX01812,22,OFF_TRACK
INF740K01PL6,9,ON_TRACK
INF174KA1RZ3,1,IN_FORM
INF754K01QA8,,ON_TRACK
INF204KC1EQ2,,ON_TRACK
INF666M01DI1,21,OUT_OF_FORM
INF277K012O9,17,OFF_TRACK
INF666M01LX3,16,ON_TRACK
INF966L01622,23,OUT_OF_FORM
INF582M01DG4,24,OUT_OF_FORM
INF209KC1654,,IN_FORM
INF00XX01911,14,ON_TRACK
INF277K01PQ8,18,OUT_OF_FORM
INF666M01IB5,,IN_FORM
INF204K01D30,1,IN_FORM
INF205KA1296,9,OFF_TRACK
INF767K01EP4,17,OFF_TRACK
INF247L01494,24,OFF_TRACK
INF174KA1OU1,1,ON_TRACK
INF251K01RD7,9,ON_TRACK
INF846K01W72,8,OFF_TRACK
INF194K014A4,1,IN_FORM
INF174V01AD4,3,IN_FORM
INF277K011O1,17,OFF_TRACK
INF740K01243,14,ON_TRACK
INF336L01032,19,OFF_TRACK
INF846K01Z95,7,OUT_OF_FORM
INF179K01XE6,6,IN_FORM
INF173K01MY0,22,ON_TRACK
INF769K01101,10,ON_TRACK
INF200KA1DG1,12,ON_TRACK
INF0K1H01065,40,OUT_OF_FORM
INF277K011B8,3,IN_FORM
INF789F1AVB1,20,OFF_TRACK
INF109K01498,1,IN_FORM
INF204K01XO1,7,ON_TRACK
INF277K015O2,17,OFF_TRACK
INF846K014D0,5,IN_FORM
INF966L01424,23,OUT_OF_FORM
INF209K01UN8,26,OFF_TRACK
INF204KC1FE5,18,IN_FORM
INF740K01PM4,9,ON_TRACK
INF109KC18L6,,ON_TRACK
INF277KA1AL5,2,IN_FORM
INF582M01633,16,ON_TRACK
INF200KB1886,7,ON_TRACK
INF194KB1IO1,7,IN_FORM
INF192K01536,12,ON_TRACK
INF209K01XI2,4,IN_FORM
INF109KC19L4,,ON_TRACK
INF200K01UO5,2,IN_FORM
INF194KA1YH3,9,IN_FORM
INF174KA1TA2,1,IN_FORM
INF582M01EC1,21,OUT_OF_FORM
INF917K01KZ1,16,OFF_TRACK
INF204KC1EX8,,ON_TRACK
INF789F01VA4,18,OFF_TRACK
INF966L01986,12,ON_TRACK
INF174KA1EL1,7,IN_FORM
INF959L01DI2,23,OFF_TRACK
INF247L01510,24,OFF_TRACK
INF194K01300,6,IN_FORM
INF189A01046,6,IN_FORM
INF204K01K07,6,IN_FORM
INF205KA1478,11,ON_TRACK
INF109KC15J6,1,IN_FORM
INF109K01DY3,16,OUT_OF_FORM
INF789F01SI3,6,IN_FORM
INF754K01TG9,,IN_FORM
INF247L01AB3,5,IN_FORM
INF247L01437,17,OFF_TRACK
INF740KA1TW1,,IN_FORM
INF179K01AS4,19,OFF_TRACK
INF277KA1DA2,,ON_TRACK
INF109KA1C07,12,IN_FORM
INF740KA1488,10,ON_TRACK
INF789F1AUQ1,21,OFF_TRACK
INF247L01BF2,,ON_TRACK
INF200K01545,20,IN_FORM
INF194KB1HB0,,ON_TRACK
INF740K01474,9,ON_TRACK
INF247L01155,23,OUT_OF_FORM
INF205K01304,8,ON_TRACK
INF582M01HC4,21,OFF_TRACK
INF789F01455,7,OFF_TRACK
INF740KA1DL8,16,ON_TRACK
INF00XX01BW2,10,OFF_TRACK
INF917K01FU2,17,OFF_TRACK
INF754K01TK1,,IN_FORM
INF192K01BQ9,12,ON_TRACK
INF760K01308,12,ON_TRACK
INF251K01PD1,11,IN_FORM
INF179K01XP2,1,IN_FORM
INF959L01HN3,,IN_FORM
INF767K01055,32,OUT_OF_FORM
INF194KB1JJ9,11,IN_FORM
INF903J01MZ9,2,IN_FORM
INF200K01214,3,ON_TRACK
INF663L01FF1,27,OFF_TRACK
INF903J01538,30,OFF_TRACK
INF789F01893,10,ON_TRACK
INF00XX01168,16,OFF_TRACK
INF204K01FY7,9,ON_TRACK
INF846K01EB6,15,OFF_TRACK
INF205K01148,2,IN_FORM
INF173K01HZ7,28,OFF_TRACK
INF179K01VJ9,2,IN_FORM
INF173K01NA8,22,ON_TRACK
INF209KA1LH3,22,OFF_TRACK
INF090I01734,22,OFF_TRACK
INF204KC1EU4,,ON_TRACK
INF754K01NG2,,IN_FORM
INF754K01IP3,4,IN_FORM
INF917K01KX6,28,OUT_OF_FORM
INF204KA1W51,16,OFF_TRACK
INF204K01YW2,7,ON_TRACK
INF740KA1WK0,1,IN_FORM
INF109K01S47,2,IN_FORM
INF879O01175,1,IN_FORM
INF090I01FN7,20,OFF_TRACK
INF204K01570,11,ON_TRACK
INF760K01KS0,11,ON_TRACK
INF109K01S39,2,IN_FORM
INF582M01641,16,ON_TRACK
INF200KA1Y99,2,IN_FORM
INF0QA701BA9,38,ON_TRACK
INF754K01RS8,14,OUT_OF_FORM
INF03VN01639,4,IN_FORM
INF251K01PL4,19,OFF_TRACK
INF769K01OG8,,IN_FORM
INF00XX01689,27,OUT_OF_FORM
INF680P01117,33,OUT_OF_FORM
INF194KB1DZ8,2,IN_FORM
INF174KA1TO3,,ON_TRACK
INF955L01IL3,9,ON_TRACK
INF209KB1O33,7,OFF_TRACK
INF277K019X5,18,OFF_TRACK
INF174K01C94,1,IN_FORM
INF966L01CF5,9,OFF_TRACK
INF903J01637,2,IN_FORM
INF959L01EC3,30,OUT_OF_FORM
INF959L01CF0,37,OUT_OF_FORM
INF204KB16W8,10,ON_TRACK
INF179K01558,2,IN_FORM
INF846K012A0,7,OUT_OF_FORM
INF179KA1RS3,4,IN_FORM
INF767K01NE9,25,OUT_OF_FORM
INF205K01NR2,31,OFF_TRACK
INF966L01572,2,IN_FORM
INF959L01FQ0,12,IN_FORM
INF959L01DW3,30,OUT_OF_FORM
INF966L01044,10,ON_TRACK
INF251K01TZ6,8,ON_TRACK
INF959L01FS6,4,IN_FORM
INF194KB1DR5,4,IN_FORM
INF959L01EB5,30,OUT_OF_FORM
INF680P01406,15,OUT_OF_FORM
INF740K01805,8,ON_TRACK
INF582M01GI3,16,OFF_TRACK
INF174V01AI3,3,IN_FORM
INF277KA1679,17,OFF_TRACK
INF767K01030,26,OUT_OF_FORM
INF200KA1499,1,IN_FORM
INF761K01EQ5,11,ON_TRACK
INF277K01931,11,ON_TRACK
INF251K01OV6,11,IN_FORM
INF204K01YX0,7,ON_TRACK
INF740K01NY4,13,ON_TRACK
INF109K01BZ4,1,IN_FORM
INF223J01FB7,20,OUT_OF_FORM
INF0J8L01107,39,OUT_OF_FORM
INF109KC1O33,4,OFF_TRACK
INF761K01066,18,OFF_TRACK
INF740K01177,3,IN_FORM
INF179K01BE2,7,IN_FORM
INF204KB1BG0,9,ON_TRACK
INF174KA1UF9,7,ON_TRACK
INF200KB1381,3,IN_FORM
INF205K01KX6,5,IN_FORM
INF760K01JZ7,13,ON_TRACK
INF789F01UE8,6,IN_FORM
INF761K01090,18,OFF_TRACK
INF109K016O4,12,IN_FORM
INF179K01XH9,6,IN_FORM
