ISIN,RANK,POWERRATING
INF277KA1CQ0,,IN_FORM
INF204K01IY1,10,IN_FORM
INF846K019R9,5,IN_FORM
INF109KA1UC6,1,IN_FORM
INF754K01525,19,ON_TRACK
INF789F1AVD7,25,ON_TRACK
INF903J01HD6,18,OFF_TRACK
INF903J01173,9,ON_TRACK
INF251K01PO8,19,OFF_TRACK
INF277K01295,24,OUT_OF_FORM
INF204KB12Z0,,IN_FORM
INF200KB1571,6,IN_FORM
INF204K01596,11,ON_TRACK
INF179KC1HK9,6,OFF_TRACK
INF767K01EJ7,30,OUT_OF_FORM
INF200KB1019,6,ON_TRACK
INF251K01894,15,ON_TRACK
INF666M01IA7,4,IN_FORM
INF204K01406,11,ON_TRACK
INF174K01385,10,ON_TRACK
INF00XX01BU6,10,OFF_TRACK
INF760K01JR4,6,IN_FORM
INF277K01MO0,24,OUT_OF_FORM
INF204KC1CG7,2,IN_FORM
INF109KC1R06,3,IN_FORM
INF192K01HH5,12,ON_TRACK
INF174KA1MA7,9,ON_TRACK
INF174K01237,24,OUT_OF_FORM
INF760K01JU8,6,IN_FORM
INF582M01FY2,22,OUT_OF_FORM
INF277KA1DY2,15,ON_TRACK
INF179K01KZ8,9,IN_FORM
INF174KA1TQ8,,ON_TRACK
INF761K01678,18,OFF_TRACK
INF194K010A2,10,ON_TRACK
INF200K01180,5,IN_FORM
INF582M01BZ8,15,OFF_TRACK
INF209K01YW1,10,ON_TRACK
INF223J01FD3,20,OUT_OF_FORM
INF846K01DN3,29,OUT_OF_FORM
INF090I01AC1,1,IN_FORM
INF200KB1621,3,IN_FORM
INF277KA1BA6,,ON_TRACK
INF174V01663,9,ON_TRACK
INF209K01CR7,6,ON_TRACK
INF1J2R01023,8,IN_FORM
INF174KA1VJ9,,IN_FORM
INF200K01UG1,29,OFF_TRACK
INF740KA1PP3,15,ON_TRACK
INF277KA1BL3,,IN_FORM
INF760K01050,17,OFF_TRACK
INF917K01HC6,1,IN_FORM
INF209KB1W33,,ON_TRACK
INF789F1AYR1,2,ON_TRACK
INF192K01510,23,ON_TRACK
INF846K01J53,15,OFF_TRACK
INF174V01952,16,OFF_TRACK
INF680P01091,33,OUT_OF_FORM
INF966L01911,14,ON_TRACK
INF109KC1YF9,4,IN_FORM
INF109K013K9,6,ON_TRACK
INF769K01GX9,6,IN_FORM
INF179K01VA8,11,ON_TRACK
INF903JA1LX2,,ON_TRACK
INF174KA1HX9,1,IN_FORM
INF00XX01CP4,5,IN_FORM
INF846K012F9,5,IN_FORM
INF174KA1UN3,2,IN_FORM
INF740KA1PO6,15,ON_TRACK
INF223J019M6,20,ON_TRACK
INF109KC1GE9,1,IN_FORM
INF109KC1O58,4,OFF_TRACK
INF204K01XH5,1,IN_FORM
INF179KA1KN9,15,ON_TRACK
INF174K01D10,1,IN_FORM
INF754K01RP4,14,OUT_OF_FORM
INF789F01851,6,IN_FORM
INF846K01E82,28,OUT_OF_FORM
INF397L01166,8,IN_FORM
INF761K01EI2,25,ON_TRACK
INF209KC1159,2,IN_FORM
INF760K01AS1,12,ON_TRACK
INF966L01AH5,3,ON_TRACK
INF247L01585,29,OUT_OF_FORM
INF740KA1CO4,1,IN_FORM
INF277K01MJ0,22,OUT_OF_FORM
INF044D01773,28,OUT_OF_FORM
INF200K01RQ6,16,OFF_TRACK
INF090I01PA3,15,OFF_TRACK
INF204K01901,7,ON_TRACK
INF789F1A769,3,IN_FORM
INF194K01938,1,IN_FORM
INF179K01VB6,11,ON_TRACK
INF740KA1DO2,16,ON_TRACK
INF192K01MW4,21,OFF_TRACK
INF789F01513,37,OUT_OF_FORM
INF204K01IJ2,4,IN_FORM
INF174KA1OD7,1,IN_FORM
INF917K01LA2,16,OFF_TRACK
INF204K011R2,9,ON_TRACK
INF192K01HD4,12,ON_TRACK
INF192K01JI9,18,ON_TRACK
INF200K01RY0,11,ON_TRACK
INF194KA1YE0,9,IN_FORM
INF846K01QA2,8,IN_FORM
INF173K01CJ2,20,OFF_TRACK
INF179KC1GP0,10,ON_TRACK
INF767K01QX2,23,OFF_TRACK
INF846K01727,15,OFF_TRACK
INF846K01VP0,11,ON_TRACK
INF760K01FZ5,12,ON_TRACK
INF174KA1SR8,4,IN_FORM
INF174V01AS2,15,ON_TRACK
INF173K01551,22,OFF_TRACK
INF277K01Z93,4,ON_TRACK
INF174K014K7,1,IN_FORM
INF137A01029,16,ON_TRACK
INF109K01BU5,16,OUT_OF_FORM
INF959L01DJ0,23,OFF_TRACK
INF044D01922,34,ON_TRACK
INF769K01IK2,5,IN_FORM
INF760K01KP6,11,ON_TRACK
INF663L01FG9,27,OFF_TRACK
INF761K01DW5,25,ON_TRACK
INF200K01172,5,IN_FORM
INF277K010A2,7,ON_TRACK
INF109KC12E4,6,IN_FORM
INF174V01945,16,OFF_TRACK
INF194KA1U72,8,ON_TRACK
INF044D01CE1,19,OUT_OF_FORM
INF769K01MN8,22,IN_FORM
INF846K01S60,27,ON_TRACK
INF174KA1HA7,21,IN_FORM
INF666M01CY0,21,OUT_OF_FORM
INF666M01HK8,7,IN_FORM
INF209KC1191,2,IN_FORM
INF174V01BF7,9,IN_FORM
INF917K01E45,16,OFF_TRACK
INF251K01UB5,11,IN_FORM
INF174V01184,6,IN_FORM
INF959L01DH4,23,OFF_TRACK
INF582M01CR3,26,OUT_OF_FORM
INF247L01429,17,OFF_TRACK
INF174V01BJ9,7,ON_TRACK
INF966L01507,12,OFF_TRACK
INF109KC17J2,1,IN_FORM
INF204K01H28,4,IN_FORM
INF174KA1VR2,10,IN_FORM
INF247L01FN7,,IN_FORM
INF194K013A6,1,IN_FORM
INF200KB1399,3,IN_FORM
INF955L01AE5,19,OFF_TRACK
INF173K01FF3,22,OFF_TRACK
INF754K01HW1,4,IN_FORM
INF663L01FN5,32,OFF_TRACK
INF223J012N9,20,ON_TRACK
INF666M01BG9,21,OUT_OF_FORM
INF200KA1DI7,12,ON_TRACK
INF192K01CC7,19,ON_TRACK
INF090I01940,5,ON_TRACK
INF663L01W22,19,OFF_TRACK
INF251K01SE3,22,OUT_OF_FORM
INF205KA1494,11,ON_TRACK
INF769K01EB0,4,ON_TRACK
INF582M01GM5,16,OFF_TRACK
INF277KA1CF3,,ON_TRACK
INF090I01189,26,OUT_OF_FORM
INF192K01627,19,ON_TRACK
INF194KB1DP9,4,IN_FORM
INF277KA1AP6,2,IN_FORM
INF194KB1AL4,1,IN_FORM
INF277K01774,18,OUT_OF_FORM
INF277K01ML6,24,OUT_OF_FORM
INF846K01F32,28,OUT_OF_FORM
INF209K01VE5,5,OFF_TRACK
INF959L01CM6,24,OUT_OF_FORM
INF251K01QX7,17,ON_TRACK
INF204KB11W9,1,IN_FORM
INF179K01VI1,2,IN_FORM
INF179K01343,15,ON_TRACK
INF277K016O0,17,OFF_TRACK
INF209K01BR9,10,ON_TRACK
INF200K01RJ1,11,ON_TRACK
INF789F1AVF2,,ON_TRACK
INF754K01RO7,14,OUT_OF_FORM
INF846K01QC8,8,IN_FORM
INF090I01FP2,20,OFF_TRACK
INF666M01FE5,27,OUT_OF_FORM
INF663L01V49,25,OUT_OF_FORM
INF174KA1TZ9,,IN_FORM
INF761K01397,8,ON_TRACK
INF247L01AC1,9,IN_FORM
INF251K01902,15,ON_TRACK
INF740KA1496,10,ON_TRACK
INF789F01UF5,6,IN_FORM
INF740K01482,9,ON_TRACK
INF754K01EA4,4,IN_FORM
INF769K01MJ6,5,ON_TRACK
INF740K01AM6,8,ON_TRACK
INF789F1AZG1,,IN_FORM
INF680P01075,33,OUT_OF_FORM
INF179KC1BS5,12,ON_TRACK
INF277K017Q3,3,IN_FORM
INF754K01NJ6,,IN_FORM
INF179KC1BZ0,30,ON_TRACK
INF174KA1FX3,2,IN_FORM
INF767K01NJ8,15,OUT_OF_FORM
INF179KC1JE8,,IN_FORM
INF200KB1597,3,IN_FORM
INF663L01NZ3,29,OUT_OF_FORM
INF277K017A7,3,IN_FORM
INF754K01EF3,4,IN_FORM
INF205K01LY2,8,IN_FORM
INF204K01E47,5,IN_FORM
INF740KA1VK2,10,ON_TRACK
INF204K01D22,7,ON_TRACK
INF903J01454,12,OFF_TRACK
INF173K01FN7,18,OFF_TRACK
INF769K01BK7,10,ON_TRACK
INF205K01239,19,OFF_TRACK
INF846K01E90,28,OUT_OF_FORM
INF277K010B0,3,IN_FORM
INF666M01FB1,27,OUT_OF_FORM
INF277KA1638,,ON_TRACK
INF277KA1661,,ON_TRACK
INF174V01AR4,15,ON_TRACK
INF204K01F95,9,ON_TRACK
INF846K019W9,1,IN_FORM
INF174KA1VI1,,IN_FORM
INF209K01KI9,10,ON_TRACK
INF966L01689,10,ON_TRACK
INF174K01F18,1,IN_FORM
INF174KA1GZ6,21,IN_FORM
INF209K01WA1,2,IN_FORM
INF740KA1VD7,8,IN_FORM
INF666M01FF2,27,OUT_OF_FORM
INF174KA1HB5,21,IN_FORM
INF192K01MT0,21,OFF_TRACK
INF663L01W55,19,OFF_TRACK
INF277K01410,22,OUT_OF_FORM
INF754K01UX2,,ON_TRACK
INF846K013I1,2,IN_FORM
INF754K01EC0,4,IN_FORM
INF174V01AG7,3,IN_FORM
INF789F01323,6,IN_FORM
INF903J01DU9,17,OFF_TRACK
INF109KA1TY2,1,IN_FORM
INF761K01BQ1,18,OFF_TRACK
INF767K01014,26,OUT_OF_FORM
INF204K01562,1,IN_FORM
INF204KC1DD2,,IN_FORM
INF200K01289,7,IN_FORM
INF959L01CI4,24,OUT_OF_FORM
INF00XX01CV2,4,IN_FORM
INF174KA1OA3,1,IN_FORM
INF204KC1GL8,,ON_TRACK
INF200KA10P5,3,IN_FORM
INF044D01BY1,28,OUT_OF_FORM
INF179K01327,15,ON_TRACK
INF740KA1RB9,,IN_FORM
INF955L01IK5,9,ON_TRACK
INF044D01963,36,OUT_OF_FORM
INF846K01CQ8,26,OUT_OF_FORM
INF761K01884,11,ON_TRACK
INF846K01735,15,OFF_TRACK
INF789F1A835,3,IN_FORM
INF789F1AVA3,20,OFF_TRACK
INF959L01DB7,23,OFF_TRACK
INF200K01164,5,IN_FORM
INF336L01QP0,10,ON_TRACK
INF760K01100,22,ON_TRACK
INF277K01915,15,OFF_TRACK
INF247L01452,17,OFF_TRACK
INF204K01L06,29,ON_TRACK
INF789F01679,8,OFF_TRACK
INF740K01086,9,ON_TRACK
INF174KA1GX1,21,IN_FORM
INF204KC1DB6,,IN_FORM
INF109K01S96,2,IN_FORM
INF666M01CX2,21,OFF_TRACK
INF044D01CP7,17,OUT_OF_FORM
INF680P01414,15,OUT_OF_FORM
INF789F01547,36,OUT_OF_FORM
INF204K01745,1,IN_FORM
INF174V01BD2,9,IN_FORM
INF754K01IM0,7,IN_FORM
INF209K01CI6,5,IN_FORM
INF769K01EI5,2,IN_FORM
INF03VN01548,6,IN_FORM
INF204KB1BF2,9,ON_TRACK
INF0QA701359,10,IN_FORM
INF277K01Y94,3,IN_FORM
INF336L01024,19,OFF_TRACK
INF846K01S45,27,ON_TRACK
INF740KA1NO1,6,OUT_OF_FORM
INF740KA1QY3,,IN_FORM
INF966L01AW4,23,OFF_TRACK
INF179K01BA0,1,IN_FORM
INF204KA1W44,16,OFF_TRACK
INF00XX01150,16,OFF_TRACK
INF174K01427,5,IN_FORM
INF740K01029,21,ON_TRACK
INF200K01149,6,IN_FORM
INF769K01KI2,6,IN_FORM
INF336L01AE8,22,ON_TRACK
INF761K01793,8,ON_TRACK
INF174V01747,13,ON_TRACK
INF903J01NA0,2,IN_FORM
INF666M01KT3,35,ON_TRACK
INF277KA1AZ5,,ON_TRACK
INF109K01894,2,IN_FORM
INF761K01728,4,IN_FORM
INF200K01487,2,IN_FORM
INF209K01WP9,12,ON_TRACK
INF754K01269,7,IN_FORM
INF200KB1878,7,ON_TRACK
INF846K01EV4,11,OFF_TRACK
INF582M01IO7,14,ON_TRACK
INF955L01955,11,OFF_TRACK
INF767K01NK6,15,OUT_OF_FORM
INF769K01DH9,10,ON_TRACK
INF846K01A60,14,ON_TRACK
INF204KC1DW2,3,IN_FORM
INF109KC11D8,5,ON_TRACK
INF194K01664,9,IN_FORM
INF179KA1RY1,5,IN_FORM
INF090I01EB5,13,ON_TRACK
INF090I01155,20,OFF_TRACK
INF582M01CU7,26,OUT_OF_FORM
INF205K01MU8,2,IN_FORM
INF209KB1W41,12,ON_TRACK
INF173K01205,24,OUT_OF_FORM
INF789FB1RJ0,13,IN_FORM
INF204KC1GK0,,ON_TRACK
INF174KA1PC6,5,IN_FORM
INF754K01QD2,,ON_TRACK
INF966L01BQ4,16,ON_TRACK
INF955L01963,11,OFF_TRACK
INF754K01SQ0,1,IN_FORM
INF959L01EO8,30,OUT_OF_FORM
INF174KA1MD1,9,ON_TRACK
INF336L01QN5,10,ON_TRACK
INF917K01QL8,17,ON_TRACK
INF917K01TW9,16,OFF_TRACK
INF959L01DT9,30,OUT_OF_FORM
INF179KC1BU1,12,ON_TRACK
INF767K01QW4,23,OFF_TRACK
INF173K01EL4,24,OUT_OF_FORM
INF179KC1BY3,30,ON_TRACK
INF966L01903,14,ON_TRACK
INF109KC19C3,5,ON_TRACK
INF109KC1U92,7,ON_TRACK
INF194KB1DN4,13,ON_TRACK
INF740KA1WM6,1,IN_FORM
INF200K01T77,23,OUT_OF_FORM
INF767K01147,19,IN_FORM
INF761K01124,18,OFF_TRACK
INF769K01DN7,13,ON_TRACK
INF200KA15E8,15,ON_TRACK
INF680P01141,38,OUT_OF_FORM
INF336L01QR6,10,ON_TRACK
INF204K01IH6,4,IN_FORM
INF903J01MJ3,9,ON_TRACK
INF209K01EC5,10,ON_TRACK
INF223J016N0,20,ON_TRACK
INF204KC1584,4,IN_FORM
INF666M01CN3,21,OFF_TRACK
INF174V01AB8,24,ON_TRACK
INF959L01DA9,23,OFF_TRACK
INF917K01GC8,7,IN_FORM
INF204K01G78,11,ON_TRACK
INF209K01WC7,6,ON_TRACK
INF754K01IK4,7,IN_FORM
INF192K01JS8,18,ON_TRACK
INF194K01W39,15,ON_TRACK
INF174V01AQ6,15,ON_TRACK
INF740KA1512,10,ON_TRACK
INF179KC1JI9,,IN_FORM
INF090I01IT8,5,ON_TRACK
INF582M01GG7,20,OUT_OF_FORM
INF879O01308,2,IN_FORM
INF903JA1LB8,8,IN_FORM
INF846K01E66,28,OUT_OF_FORM
INF846K01J79,15,OFF_TRACK
INF00XX01184,16,OFF_TRACK
INF0J8L01164,35,OUT_OF_FORM
INF174V01BE0,9,IN_FORM
INF173K01FB2,20,OFF_TRACK
INF959L01DX1,30,OUT_OF_FORM
INF109K01Y80,10,IN_FORM
INF205K01LE4,9,ON_TRACK
INF200K01TW0,3,IN_FORM
INF200K01552,20,IN_FORM
INF209K01LF3,12,ON_TRACK
INF846K01S78,27,ON_TRACK
INF174KA1FW5,2,IN_FORM
INF174K01211,24,OUT_OF_FORM
INF200KB1795,,IN_FORM
INF769K01KL6,6,IN_FORM
INF666M01HV5,4,IN_FORM
INF109KC11X6,,IN_FORM
INF666M01HY9,4,IN_FORM
INF00XX01BO9,10,OFF_TRACK
INF200KB1696,,IN_FORM
INF277K010R6,3,IN_FORM
INF917K01PZ0,13,OFF_TRACK
INF200KA12W7,8,OFF_TRACK
INF209K010W9,12,OFF_TRACK
INF174KA1FH6,4,ON_TRACK
INF00XX01AN3,17,OFF_TRACK
INF754K01IQ1,4,IN_FORM
INF109K01BJ8,18,OFF_TRACK
INF204K01K15,6,IN_FORM
INF192K01BL0,23,ON_TRACK
INF109K1A310,,IN_FORM
INF663L01HC4,29,OUT_OF_FORM
INF090I01759,2,IN_FORM
INF200KA16Y4,37,ON_TRACK
INF966L01432,14,ON_TRACK
INF194KB1IY0,,ON_TRACK
INF194KB1GM9,4,IN_FORM
INF200KA1Y73,2,IN_FORM
INF00XX01AO1,17,OFF_TRACK
INF174KA1NZ2,1,IN_FORM
INF754K01QR2,1,IN_FORM
INF200KA1W00,6,IN_FORM
INF209KB1N91,7,OFF_TRACK
INF966L01374,21,OFF_TRACK
INF174V01366,3,IN_FORM
INF277K013A6,7,ON_TRACK
INF174K01179,4,IN_FORM
INF579M01AJ0,2,IN_FORM
INF209KB13R4,3,IN_FORM
INF223J010M5,20,ON_TRACK
INF846K01VQ8,11,ON_TRACK
INF251K01SA1,22,OUT_OF_FORM
INF223J01317,29,OUT_OF_FORM
INF200K01QY2,3,IN_FORM
INF205K015Q4,18,OFF_TRACK
INF666M01DO9,35,OUT_OF_FORM
INF204K01I92,6,IN_FORM
INF966L01AF9,1,IN_FORM
INF761K01876,11,ON_TRACK
INF209KB1Z97,4,IN_FORM
INF204K01AB6,6,IN_FORM
INF109K01BL4,3,IN_FORM
INF760K01EI4,19,OFF_TRACK
INF179KC1BG0,8,ON_TRACK
INF251K01OX2,14,ON_TRACK
INF966L01556,4,IN_FORM
INF204K01L30,14,ON_TRACK
INF277K01444,19,OFF_TRACK
INF277KA1695,17,OFF_TRACK
INF209K01WE3,16,OFF_TRACK
INF277K01I86,25,OFF_TRACK
INF174V01929,16,OFF_TRACK
INF174KA1SL1,,IN_FORM
INF769K01JH6,7,IN_FORM
INF917K01HD4,1,IN_FORM
INF903J01470,12,OFF_TRACK
INF843K01KM7,4,IN_FORM
INF082J01069,20,ON_TRACK
INF204K01539,1,IN_FORM
INF917K01HB8,1,IN_FORM
INF767K01EI9,30,OUT_OF_FORM
INF204KA1X35,16,OFF_TRACK
INF846K01CH7,26,OUT_OF_FORM
INF966L01AC6,1,IN_FORM
INF767K01071,32,OUT_OF_FORM
INF044D01781,27,OUT_OF_FORM
INF209K01XH4,4,IN_FORM
INF179K01XW8,13,OUT_OF_FORM
INF03VN01688,2,IN_FORM
INF666M01HO0,7,IN_FORM
INF579M01AG6,2,IN_FORM
INF903JA1LE2,8,IN_FORM
INF194KB1GK3,4,IN_FORM
INF205K011Q3,18,OFF_TRACK
INF966L01BY8,4,IN_FORM
INF204K01H77,4,IN_FORM
INF194KB1IS2,,IN_FORM
INF174K01D69,1,IN_FORM
INF174KA1EO5,7,IN_FORM
INF966L01BN1,16,ON_TRACK
INF582M01EK4,8,ON_TRACK
INF174KA1VH3,,IN_FORM
INF0J8L01149,35,OUT_OF_FORM
INF959L01CR5,24,OUT_OF_FORM
INF680P01174,26,OUT_OF_FORM
INF109K019N0,1,IN_FORM
INF00XX01390,15,ON_TRACK
INF666M01FC9,27,OUT_OF_FORM
INF277K01451,19,OFF_TRACK
INF769K01MD9,6,IN_FORM
INF959L01HK9,36,ON_TRACK
INF109KC1GH2,1,IN_FORM
INF192K01KZ1,23,ON_TRACK
INF174KA1OK2,5,OFF_TRACK
INF109KC10M1,,ON_TRACK
INF179KC1IE0,1,IN_FORM
INF761K01454,8,ON_TRACK
INF740KA1NS2,6,OUT_OF_FORM
INF769K01GW1,6,IN_FORM
INF174K01LC6,1,IN_FORM
INF247L01AW9,6,ON_TRACK
INF966L01AG7,1,IN_FORM
INF200K01347,3,IN_FORM
INF277KA1612,,ON_TRACK
INF846K015C9,4,IN_FORM
INF109KC12D6,5,ON_TRACK
INF846K010A4,7,OUT_OF_FORM
INF179KC1HH5,6,OFF_TRACK
INF174V01333,3,IN_FORM
INF760K01316,12,ON_TRACK
INF843K01AO4,4,IN_FORM
INF082J01242,23,OUT_OF_FORM
INF846K013V4,31,ON_TRACK
INF200K01891,3,IN_FORM
INF082J01036,23,OUT_OF_FORM
INF174K01LB8,5,IN_FORM
INF209K01WI4,13,OFF_TRACK
INF174KA1186,15,ON_TRACK
INF959L01DS1,23,OFF_TRACK
INF277K013S8,12,ON_TRACK
INF194K01367,10,ON_TRACK
INF174V01523,6,IN_FORM
INF903J01629,2,IN_FORM
INF200KB1647,3,IN_FORM
INF209KB12R6,3,IN_FORM
INF090I01IM3,26,OUT_OF_FORM
INF179K01XR8,8,ON_TRACK
INF179K01830,1,IN_FORM
INF179K01XO5,1,IN_FORM
INF205K01197,9,ON_TRACK
INF209K01VZ0,14,IN_FORM
INF173K01EW1,,IN_FORM
INF740KA1RA1,,IN_FORM
INF0QA701AZ8,38,ON_TRACK
INF209KB1W90,12,ON_TRACK
INF00XX01BT8,10,OFF_TRACK
INF879O01191,1,IN_FORM
INF277KA1BH1,,IN_FORM
INF277K018A5,3,IN_FORM
INF789F1AVE5,,ON_TRACK
INF666M01CU8,21,OFF_TRACK
INF277KA1DI5,,IN_FORM
INF251K01HR8,11,ON_TRACK
INF846K01W31,8,OFF_TRACK
INF277K019A3,3,IN_FORM
INF192K01BW7,17,OFF_TRACK
INF200KB1936,3,ON_TRACK
INF194KB1HH7,6,ON_TRACK
INF760K01GD0,12,ON_TRACK
INF090I01932,5,ON_TRACK
INF200KB1662,,IN_FORM
INF204K01FF6,7,ON_TRACK
INF740K01037,21,ON_TRACK
INF955L01AG0,19,OFF_TRACK
INF966L01CC2,4,IN_FORM
INF666M01LW5,16,ON_TRACK
INF582M01GC6,20,OUT_OF_FORM
INF209KB17R5,3,IN_FORM
INF03VN01738,8,IN_FORM
INF194KA1U23,8,ON_TRACK
INF336L01DZ7,14,ON_TRACK
INF209KB16R7,3,IN_FORM
INF789F01TU6,14,OFF_TRACK
INF200KA1V84,6,IN_FORM
INF336L01NV5,12,ON_TRACK
INF109KA16J8,13,ON_TRACK
INF663L01W06,19,OFF_TRACK
INF740KA1CR7,1,IN_FORM
INF846K01S29,27,ON_TRACK
INF760K01JH5,14,OFF_TRACK
INF194KB1HC8,,ON_TRACK
INF00XX01721,4,IN_FORM
INF174KA1EK3,7,IN_FORM
INF277K011A0,7,ON_TRACK
INF769K01OF0,,IN_FORM
INF179KC1BI6,8,ON_TRACK
INF204KC1DH3,,IN_FORM
INF336L01PF3,12,ON_TRACK
INF200KA19E0,15,ON_TRACK
INF194K01524,2,IN_FORM
INF109K01FM3,1,IN_FORM
INF192K01HO1,12,ON_TRACK
INF966L01AB8,1,IN_FORM
INF204KB10Z4,,IN_FORM
INF204K01K56,29,ON_TRACK
INF179KC1AQ1,4,ON_TRACK
INF277KA1CC0,2,IN_FORM
INF754K01JL0,3,IN_FORM
INF192K01HJ1,12,ON_TRACK
INF582M01IT6,14,ON_TRACK
INF174KA1US2,,ON_TRACK
INF247L01882,3,IN_FORM
INF761K01ET9,11,ON_TRACK
INF090I01WS1,10,ON_TRACK
INF173K01FI7,22,OFF_TRACK
INF879O01092,7,IN_FORM
INF663L01OA4,29,OUT_OF_FORM
INF277K013Z3,12,OFF_TRACK
INF789F1AYT7,13,ON_TRACK
INF1J2R01031,8,IN_FORM
INF00XX01CW0,4,IN_FORM
INF769K01EC8,4,ON_TRACK
INF251K01PM2,19,OFF_TRACK
INF194KB1GF3,13,OFF_TRACK
INF336L01PG1,12,ON_TRACK
INF204K01K72,29,ON_TRACK
INF109KC1Z89,1,IN_FORM
INF769K01EU0,27,OUT_OF_FORM
INF209K01WQ7,12,ON_TRACK
INF277KA1AM3,2,IN_FORM
INF754K01TH7,,IN_FORM
INF194KB1IN3,7,IN_FORM
INF666M01JN8,,IN_FORM
INF205K01LB0,8,ON_TRACK
INF174V01960,16,OFF_TRACK
INF666M01IE9,,IN_FORM
INF173K01NF7,22,ON_TRACK
INF582M01EG2,21,OUT_OF_FORM
INF740KA1LG1,6,ON_TRACK
INF174KA1UM5,2,IN_FORM
INF966L01AL7,3,ON_TRACK
INF767K01RI1,5,IN_FORM
INF194K01W47,15,ON_TRACK
INF251K01QW9,17,ON_TRACK
INF174KA1TD6,1,IN_FORM
INF397L01JI2,29,OUT_OF_FORM
INF247L01AE7,10,IN_FORM
INF917K01QB9,13,OFF_TRACK
INF109KA1Y19,1,IN_FORM
INF179KA1RX3,5,IN_FORM
INF277KA1CK3,,ON_TRACK
INF903JA1LG7,8,IN_FORM
INF397L01KV3,3,ON_TRACK
INF204KC1568,4,IN_FORM
INF760K01KJ9,12,ON_TRACK
INF179K01LA9,28,ON_TRACK
INF879O01324,2,IN_FORM
INF174KA1OV9,1,ON_TRACK
INF209K01VH8,21,OUT_OF_FORM
INF846K018R1,5,IN_FORM
INF917K01D87,14,ON_TRACK
INF754K01QT8,1,IN_FORM
INF277KA1DW6,15,ON_TRACK
INF789F01TT8,14,OFF_TRACK
INF251K01RE5,9,ON_TRACK
INF174K01KX4,4,IN_FORM
INF251K01PK6,19,OFF_TRACK
INF769K01IL0,5,IN_FORM
INF200KA1Y65,2,IN_FORM
INF251K01AW3,15,ON_TRACK
INF336L01BA4,17,ON_TRACK
INF247L01BD7,,ON_TRACK
INF209KB1W09,,ON_TRACK
INF03VN01779,8,ON_TRACK
INF789FB1RH4,13,IN_FORM
INF109K01613,9,ON_TRACK
INF194K01RW9,16,OFF_TRACK
INF663L01GY0,29,OUT_OF_FORM
INF740KA1LI7,6,ON_TRACK
INF740KA1DM6,16,ON_TRACK
INF192K01601,18,ON_TRACK
INF174KA1OJ4,5,OFF_TRACK
INF754K01EH9,4,IN_FORM
INF760K01258,5,IN_FORM
INF247L01AZ2,,ON_TRACK
INF192K01JK5,18,ON_TRACK
INF843K01AN6,13,ON_TRACK
INF740K01334,13,ON_TRACK
INF247L01DV5,,IN_FORM
INF277K01MM4,24,OUT_OF_FORM
INF174V01671,9,ON_TRACK
INF204K01IO2,29,ON_TRACK
INF090I01817,15,ON_TRACK
INF109KC10X8,,IN_FORM
INF769K01DE6,10,ON_TRACK
INF760K01KA8,13,ON_TRACK
INF192K01JR0,18,ON_TRACK
INF740KA1VC9,8,IN_FORM
INF179K01VC4,11,ON_TRACK
INF209K01VP1,5,IN_FORM
INF204K01IF0,4,IN_FORM
INF204K01L22,29,ON_TRACK
INF200K01TU4,3,IN_FORM
INF754K01BW4,6,IN_FORM
INF769K01IM8,5,IN_FORM
INF204K01FX9,9,ON_TRACK
INF109KC1O82,4,OFF_TRACK
INF192K01CD5,23,ON_TRACK
INF174KA1WP4,,IN_FORM
INF903J01NK9,12,OFF_TRACK
INF666M01JM0,,IN_FORM
INF959L01GD6,1,IN_FORM
INF044D01BI4,17,OUT_OF_FORM
INF663L01HA8,29,OUT_OF_FORM
INF247L01502,24,OFF_TRACK
INF769K01KK8,6,IN_FORM
INF761K01FI9,12,ON_TRACK
INF200KA11W9,8,OFF_TRACK
INF200K01UE6,29,OFF_TRACK
INF194KB1DV7,2,IN_FORM
INF200K01883,3,IN_FORM
INF22M001044,23,ON_TRACK
INF204KB19V4,1,IN_FORM
INF204KC1EG3,2,IN_FORM
INF959L01DE1,23,OFF_TRACK
INF192K01HP8,12,ON_TRACK
INF179K01BC6,7,IN_FORM
INF666M01CP8,21,OFF_TRACK
INF740K01QF6,8,ON_TRACK
INF846K010C0,4,IN_FORM
INF789F01794,28,OUT_OF_FORM
INF767K01PQ8,19,ON_TRACK
INF174KA1UH5,7,ON_TRACK
INF174K01D51,1,IN_FORM
INF194K01508,9,ON_TRACK
INF740KA1PR9,15,ON_TRACK
INF174KA1TB0,1,IN_FORM
INF761K01EE1,25,ON_TRACK
INF174KA1NB3,,ON_TRACK
INF209K01BO6,10,ON_TRACK
INF109K01X99,1,IN_FORM
INF955L01849,11,OFF_TRACK
INF109K01EF0,12,IN_FORM
INF666M01FA3,27,OUT_OF_FORM
INF200K01QZ9,3,IN_FORM
INF959L01ED1,30,OUT_OF_FORM
INF789F01315,6,IN_FORM
INF769K01MG2,5,ON_TRACK
INF109KC14J9,1,IN_FORM
INF0QA701383,10,IN_FORM
INF194KB1DJ2,13,ON_TRACK
INF205KA1171,14,ON_TRACK
INF397L01299,17,OFF_TRACK
INF754K01QL5,1,IN_FORM
INF740K01326,13,ON_TRACK
INF204K01H36,4,IN_FORM
INF247L01635,29,OUT_OF_FORM
INF192K01GL9,23,ON_TRACK
INF204KC1CZ7,,IN_FORM
INF200K01412,12,OFF_TRACK
